year,month,day,city,rain
2014,4,6,0,False
2014,4,6,1,True
2014,4,6,2,True
2014,4,6,3,False
2014,4,6,4,False
2014,4,7,0,False
2014,4,7,1,True
2014,4,7,2,False
2014,4,7,3,False
2014,4,7,4,True
2014,4,8,0,False
2014,4,8,1,False
2014,4,8,2,True
2014,4,8,3,False
2014,4,8,4,True
2014,4,9,0,False
2014,4,9,1,False
2014,4,9,2,False
2014,4,9,3,False
2014,4,9,4,False
2014,4,10,0,False
2014,4,10,1,True
2014,4,10,2,False
2014,4,10,3,False
2014,4,10,4,False
2014,4,11,0,False
2014,4,11,1,True
2014,4,11,2,False
2014,4,11,3,False
2014,4,11,4,True
2014,4,12,0,False
2014,4,12,1,False
2014,4,12,2,False
2014,4,12,3,False
2014,4,12,4,True
2014,4,13,0,False
2014,4,13,1,False
2014,4,13,2,False
2014,4,13,3,False
2014,4,13,4,True
2014,4,14,0,False
2014,4,14,1,True
2014,4,14,2,True
2014,4,14,3,False
2014,4,14,4,False
2014,4,15,0,False
2014,4,15,1,True
2014,4,15,2,False
2014,4,15,3,False
2014,4,15,4,False
2014,4,16,0,False
2014,4,16,1,False
2014,4,16,2,False
2014,4,16,3,False
2014,4,16,4,True
2014,4,17,0,True
2014,4,17,1,True
2014,4,17,2,False
2014,4,17,3,False
2014,4,17,4,True
2014,4,18,0,False
2014,4,18,1,True
2014,4,18,2,False
2014,4,18,3,False
2014,4,18,4,False
2014,4,19,0,False
2014,4,19,1,True
2014,4,19,2,False
2014,4,19,3,False
2014,4,19,4,True
2014,4,20,0,False
2014,4,20,1,True
2014,4,20,2,False
2014,4,20,3,False
2014,4,20,4,True
2014,4,21,0,False
2014,4,21,1,True
2014,4,21,2,False
2014,4,21,3,False
2014,4,21,4,True
2014,4,22,0,False
2014,4,22,1,False
2014,4,22,2,True
2014,4,22,3,False
2014,4,22,4,True
2014,4,23,0,True
2014,4,23,1,True
2014,4,23,2,True
2014,4,23,3,False
2014,4,23,4,False
2014,4,24,0,False
2014,4,24,1,True
2014,4,24,2,False
2014,4,24,3,False
2014,4,24,4,False
2014,4,25,0,True
2014,4,25,1,True
2014,4,25,2,False
2014,4,25,3,False
2014,4,25,4,True
2014,4,26,0,True
2014,4,26,1,False
2014,4,26,2,True
2014,4,26,3,False
2014,4,26,4,True
2014,4,27,0,False
2014,4,27,1,True
2014,4,27,2,True
2014,4,27,3,False
2014,4,27,4,True
2014,4,28,0,False
2014,4,28,1,False
2014,4,28,2,False
2014,4,28,3,False
2014,4,28,4,True
2014,4,29,0,False
2014,4,29,1,False
2014,4,29,2,True
2014,4,29,3,False
2014,4,29,4,False
2014,4,30,0,False
2014,4,30,1,False
2014,4,30,2,True
2014,4,30,3,False
2014,4,30,4,False
2014,5,1,0,True
2014,5,1,1,True
2014,5,1,2,True
2014,5,1,3,False
2014,5,1,4,False
2014,5,2,0,True
2014,5,2,1,True
2014,5,2,2,False
2014,5,2,3,True
2014,5,2,4,False
2014,5,3,0,False
2014,5,3,1,False
2014,5,3,2,False
2014,5,3,3,True
2014,5,3,4,False
2014,5,4,0,False
2014,5,4,1,True
2014,5,4,2,True
2014,5,4,3,True
2014,5,4,4,True
2014,5,5,0,False
2014,5,5,1,False
2014,5,5,2,True
2014,5,5,3,True
2014,5,5,4,False
2014,5,6,0,True
2014,5,6,1,False
2014,5,6,2,True
2014,5,6,3,False
2014,5,6,4,False
2014,5,7,0,True
2014,5,7,1,False
2014,5,7,2,True
2014,5,7,3,False
2014,5,7,4,False
2014,5,8,0,False
2014,5,8,1,False
2014,5,8,2,True
2014,5,8,3,False
2014,5,8,4,False
2014,5,9,0,False
2014,5,9,1,True
2014,5,9,2,True
2014,5,9,3,False
2014,5,9,4,False
2014,5,10,0,True
2014,5,10,1,True
2014,5,10,2,True
2014,5,10,3,False
2014,5,10,4,True
2014,5,11,0,True
2014,5,11,1,False
2014,5,11,2,True
2014,5,11,3,True
2014,5,11,4,True
2014,5,12,0,False
2014,5,12,1,False
2014,5,12,2,True
2014,5,12,3,True
2014,5,12,4,False
2014,5,13,0,False
2014,5,13,1,False
2014,5,13,2,True
2014,5,13,3,False
2014,5,13,4,True
2014,5,14,0,False
2014,5,14,1,True
2014,5,14,2,True
2014,5,14,3,False
2014,5,14,4,True
2014,5,15,0,False
2014,5,15,1,False
2014,5,15,2,True
2014,5,15,3,False
2014,5,15,4,True
2014,5,16,0,True
2014,5,16,1,False
2014,5,16,2,True
2014,5,16,3,True
2014,5,16,4,True
2014,5,17,0,False
2014,5,17,1,False
2014,5,17,2,True
2014,5,17,3,False
2014,5,17,4,True
2014,5,18,0,False
2014,5,18,1,True
2014,5,18,2,True
2014,5,18,3,False
2014,5,18,4,True
2014,5,19,0,True
2014,5,19,1,True
2014,5,19,2,True
2014,5,19,3,True
2014,5,19,4,True
2014,5,20,0,False
2014,5,20,1,True
2014,5,20,2,True
2014,5,20,3,True
2014,5,20,4,True
2014,5,21,0,False
2014,5,21,1,True
2014,5,21,2,True
2014,5,21,3,True
2014,5,21,4,False
2014,5,22,0,False
2014,5,22,1,True
2014,5,22,2,True
2014,5,22,3,True
2014,5,22,4,False
2014,5,23,0,False
2014,5,23,1,True
2014,5,23,2,True
2014,5,23,3,False
2014,5,23,4,False
2014,5,24,0,True
2014,5,24,1,True
2014,5,24,2,True
2014,5,24,3,True
2014,5,24,4,True
2014,5,25,0,False
2014,5,25,1,True
2014,5,25,2,True
2014,5,25,3,True
2014,5,25,4,True
2014,5,26,0,False
2014,5,26,1,False
2014,5,26,2,True
2014,5,26,3,False
2014,5,26,4,False
2014,5,27,0,False
2014,5,27,1,False
2014,5,27,2,True
2014,5,27,3,False
2014,5,27,4,False
2014,5,28,0,False
2014,5,28,1,True
2014,5,28,2,False
2014,5,28,3,False
2014,5,28,4,False
2014,5,29,0,False
2014,5,29,1,True
2014,5,29,2,False
2014,5,29,3,False
2014,5,29,4,False
2014,5,30,0,False
2014,5,30,1,False
2014,5,30,2,True
2014,5,30,3,False
2014,5,30,4,False
2014,5,31,0,True
2014,5,31,1,False
2014,5,31,2,False
2014,5,31,3,False
2014,5,31,4,False
2014,6,1,0,True
2014,6,1,1,False
2014,6,1,2,False
2014,6,1,3,False
2014,6,1,4,True
2014,6,2,0,False
2014,6,2,1,False
2014,6,2,2,True
2014,6,2,3,True
2014,6,2,4,True
2014,6,3,0,False
2014,6,3,1,True
2014,6,3,2,True
2014,6,3,3,False
2014,6,3,4,True
2014,6,4,0,False
2014,6,4,1,True
2014,6,4,2,False
2014,6,4,3,False
2014,6,4,4,True
2014,6,5,0,False
2014,6,5,1,True
2014,6,5,2,True
2014,6,5,3,False
2014,6,5,4,False
2014,6,6,0,True
2014,6,6,1,True
2014,6,6,2,True
2014,6,6,3,False
2014,6,6,4,False
2014,6,7,0,False
2014,6,7,1,True
2014,6,7,2,True
2014,6,7,3,True
2014,6,7,4,False
2014,6,8,0,True
2014,6,8,1,False
2014,6,8,2,False
2014,6,8,3,True
2014,6,8,4,False
2014,6,9,0,True
2014,6,9,1,True
2014,6,9,2,True
2014,6,9,3,True
2014,6,9,4,False
2014,6,10,0,True
2014,6,10,1,True
2014,6,10,2,True
2014,6,10,3,True
2014,6,10,4,True
2014,6,11,0,False
2014,6,11,1,True
2014,6,11,2,True
2014,6,11,3,False
2014,6,11,4,False
2014,6,12,0,False
2014,6,12,1,True
2014,6,12,2,True
2014,6,12,3,True
2014,6,12,4,False
2014,6,13,0,True
2014,6,13,1,True
2014,6,13,2,False
2014,6,13,3,False
2014,6,13,4,False
2014,6,14,0,False
2014,6,14,1,False
2014,6,14,2,False
2014,6,14,3,False
2014,6,14,4,True
2014,6,15,0,True
2014,6,15,1,False
2014,6,15,2,False
2014,6,15,3,False
2014,6,15,4,False
2014,6,16,0,True
2014,6,16,1,True
2014,6,16,2,True
2014,6,16,3,True
2014,6,16,4,False
2014,6,17,0,True
2014,6,17,1,False
2014,6,17,2,True
2014,6,17,3,True
2014,6,17,4,True
2014,6,18,0,False
2014,6,18,1,False
2014,6,18,2,False
2014,6,18,3,True
2014,6,18,4,False
2014,6,19,0,False
2014,6,19,1,True
2014,6,19,2,True
2014,6,19,3,False
2014,6,19,4,False
2014,6,20,0,True
2014,6,20,1,True
2014,6,20,2,True
2014,6,20,3,False
2014,6,20,4,True
2014,6,21,0,True
2014,6,21,1,True
2014,6,21,2,True
2014,6,21,3,True
2014,6,21,4,True
2014,6,22,0,False
2014,6,22,1,True
2014,6,22,2,True
2014,6,22,3,True
2014,6,22,4,True
2014,6,23,0,False
2014,6,23,1,True
2014,6,23,2,True
2014,6,23,3,False
2014,6,23,4,True
2014,6,24,0,False
2014,6,24,1,True
2014,6,24,2,True
2014,6,24,3,False
2014,6,24,4,False
2014,6,25,0,False
2014,6,25,1,False
2014,6,25,2,True
2014,6,25,3,False
2014,6,25,4,True
2014,6,26,0,False
2014,6,26,1,True
2014,6,26,2,False
2014,6,26,3,True
2014,6,26,4,True
2014,6,27,0,False
2014,6,27,1,True
2014,6,27,2,False
2014,6,27,3,True
2014,6,27,4,True
2014,6,28,0,False
2014,6,28,1,True
2014,6,28,2,False
2014,6,28,3,True
2014,6,28,4,False
2014,6,29,0,False
2014,6,29,1,True
2014,6,29,2,True
2014,6,29,3,True
2014,6,29,4,False
2014,6,30,0,False
2014,6,30,1,True
2014,6,30,2,True
2014,6,30,3,False
2014,6,30,4,True
2014,7,1,0,True
2014,7,1,2,True
2014,7,2,0,True
2014,7,2,2,True
2014,7,3,0,False
2014,7,3,2,False
2014,7,4,0,False
2014,7,4,2,False
2014,7,5,0,False
2014,7,5,2,False
2014,7,6,0,False
2014,7,6,2,False
2014,7,7,0,False
2014,7,7,2,True
2014,7,8,0,False
2014,7,8,2,True
2014,7,9,0,False
2014,7,9,2,True
2014,7,10,0,False
2014,7,10,2,True
2014,7,11,0,False
2014,7,11,2,True
2014,7,12,0,False
2014,7,12,2,True
2014,7,13,0,False
2014,7,13,2,True
2014,7,14,0,False
2014,7,14,2,True
2014,7,15,0,True
2014,7,15,2,True
2014,7,16,0,True
2014,7,16,2,False
2014,7,17,0,False
2014,7,17,2,False
2014,7,18,0,False
2014,7,18,2,True
2014,7,19,0,True
2014,7,19,2,True
2014,7,20,0,False
2014,7,20,2,True
2014,7,21,0,False
2014,7,21,2,True
2014,7,22,0,False
2014,7,22,2,False
2014,7,23,0,False
2014,7,23,2,False
2014,7,24,0,False
2014,7,24,2,True
2014,7,25,0,False
2014,7,25,1,False
2014,7,25,2,True
2014,7,25,3,False
2014,7,25,4,True
2014,7,26,0,False
2014,7,26,1,False
2014,7,26,2,True
2014,7,26,3,False
2014,7,26,4,True
2014,7,27,0,False
2014,7,27,1,False
2014,7,27,2,True
2014,7,27,3,False
2014,7,27,4,True
2014,7,28,0,False
2014,7,28,1,True
2014,7,28,2,True
2014,7,28,3,False
2014,7,28,4,False
2014,7,29,0,True
2014,7,29,1,False
2014,7,29,2,False
2014,7,29,3,False
2014,7,29,4,False
2014,7,30,0,True
2014,7,30,1,False
2014,7,30,2,False
2014,7,30,3,False
2014,7,30,4,False
2014,7,31,0,False
2014,7,31,1,True
2014,7,31,2,False
2014,7,31,3,False
2014,7,31,4,True
2014,8,1,0,False
2014,8,1,1,True
2014,8,1,2,True
2014,8,1,3,False
2014,8,1,4,True
2014,8,2,0,False
2014,8,2,1,False
2014,8,2,2,True
2014,8,2,3,False
2014,8,2,4,True
2014,8,3,0,False
2014,8,3,1,True
2014,8,3,2,True
2014,8,3,3,False
2014,8,3,4,True
2014,8,4,0,True
2014,8,4,1,True
2014,8,4,2,False
2014,8,4,3,False
2014,8,4,4,False
2014,8,5,0,False
2014,8,5,1,False
2014,8,5,2,False
2014,8,5,3,False
2014,8,5,4,False
2014,8,6,0,False
2014,8,6,1,True
2014,8,6,2,True
2014,8,6,3,False
2014,8,6,4,False
2014,8,7,0,False
2014,8,7,1,True
2014,8,7,2,True
2014,8,7,3,False
2014,8,7,4,False
2014,8,8,0,False
2014,8,8,1,True
2014,8,8,2,True
2014,8,8,3,False
2014,8,8,4,True
2014,8,9,0,True
2014,8,9,1,True
2014,8,9,2,False
2014,8,9,3,False
2014,8,9,4,True
2014,8,10,0,False
2014,8,10,1,False
2014,8,10,2,True
2014,8,10,3,False
2014,8,10,4,True
2014,8,11,0,False
2014,8,11,1,False
2014,8,11,2,False
2014,8,11,3,True
2014,8,11,4,False
2014,8,12,0,True
2014,8,12,1,True
2014,8,12,2,True
2014,8,12,3,False
2014,8,12,4,True
2014,8,13,0,True
2014,8,13,1,False
2014,8,13,2,True
2014,8,13,3,False
2014,8,13,4,False
2014,8,14,0,False
2014,8,14,1,False
2014,8,14,2,True
2014,8,14,3,True
2014,8,14,4,True
2014,8,15,0,False
2014,8,15,1,False
2014,8,15,2,True
2014,8,15,3,True
2014,8,15,4,True
2014,8,16,0,False
2014,8,16,1,True
2014,8,16,2,True
2014,8,16,3,False
2014,8,16,4,True
2014,8,17,0,False
2014,8,17,1,True
2014,8,17,2,False
2014,8,17,3,True
2014,8,17,4,True
2014,8,18,0,False
2014,8,18,1,True
2014,8,18,2,False
2014,8,18,3,False
2014,8,18,4,True
2014,8,19,0,False
2014,8,19,1,True
2014,8,19,2,True
2014,8,19,3,False
2014,8,19,4,True
2014,8,20,0,False
2014,8,20,1,True
2014,8,20,2,True
2014,8,20,3,False
2014,8,20,4,True
2014,8,21,0,False
2014,8,21,1,True
2014,8,21,2,True
2014,8,21,3,False
2014,8,21,4,False
2014,8,22,0,False
2014,8,22,1,True
2014,8,22,2,True
2014,8,22,3,False
2014,8,22,4,False
2014,8,23,0,True
2014,8,23,1,True
2014,8,23,2,False
2014,8,23,3,False
2014,8,23,4,True
2014,8,24,0,True
2014,8,24,1,False
2014,8,24,2,False
2014,8,24,3,True
2014,8,24,4,True
2014,8,25,0,False
2014,8,25,1,True
2014,8,25,2,False
2014,8,25,3,True
2014,8,25,4,False
2014,8,26,0,False
2014,8,26,1,True
2014,8,26,2,False
2014,8,26,3,True
2014,8,26,4,True
2014,8,27,0,False
2014,8,27,1,False
2014,8,27,2,False
2014,8,27,3,False
2014,8,27,4,True
2014,8,28,0,True
2014,8,28,1,True
2014,8,28,2,True
2014,8,28,3,False
2014,8,28,4,False
2014,8,29,0,True
2014,8,29,1,False
2014,8,29,2,True
2014,8,29,3,True
2014,8,29,4,True
2014,8,30,0,True
2014,8,30,1,True
2014,8,30,2,True
2014,8,30,3,True
2014,8,30,4,False
2014,8,31,0,True
2014,8,31,1,False
2014,8,31,2,True
2014,8,31,3,False
2014,8,31,4,False
2014,9,1,0,True
2014,9,1,1,True
2014,9,1,2,True
2014,9,1,3,False
2014,9,1,4,True
2014,9,2,0,True
2014,9,2,1,True
2014,9,2,2,False
2014,9,2,3,True
2014,9,2,4,True
2014,9,3,0,False
2014,9,3,1,False
2014,9,3,2,False
2014,9,3,3,True
2014,9,3,4,True
2014,9,4,0,False
2014,9,4,1,False
2014,9,4,2,False
2014,9,4,3,False
2014,9,4,4,False
2014,9,5,0,False
2014,9,5,1,True
2014,9,5,2,True
2014,9,5,3,False
2014,9,5,4,False
2014,9,6,0,False
2014,9,6,1,True
2014,9,6,2,False
2014,9,6,3,False
2014,9,6,4,False
2014,9,7,0,False
2014,9,7,1,True
2014,9,7,2,True
2014,9,7,3,True
2014,9,7,4,False
2014,9,8,0,False
2014,9,8,1,False
2014,9,8,2,True
2014,9,8,3,True
2014,9,8,4,False
2014,9,9,0,False
2014,9,9,1,False
2014,9,9,2,False
2014,9,9,3,False
2014,9,9,4,False
2014,9,10,0,False
2014,9,10,1,True
2014,9,10,2,True
2014,9,10,3,False
2014,9,10,4,False
2014,9,11,0,False
2014,9,11,1,False
2014,9,11,2,False
2014,9,11,3,False
2014,9,11,4,False
2014,9,12,0,True
2014,9,12,1,False
2014,9,12,2,True
2014,9,12,3,False
2014,9,12,4,True
2014,9,13,0,False
2014,9,13,1,False
2014,9,13,2,True
2014,9,13,3,False
2014,9,13,4,True
2014,9,14,0,False
2014,9,14,1,True
2014,9,14,2,False
2014,9,14,3,False
2014,9,14,4,False
2014,9,15,0,False
2014,9,15,1,True
2014,9,15,2,True
2014,9,15,3,False
2014,9,15,4,False
2014,9,16,0,False
2014,9,16,1,True
2014,9,16,2,True
2014,9,16,3,False
2014,9,16,4,False
2014,9,17,0,False
2014,9,17,1,True
2014,9,17,2,True
2014,9,17,3,False
2014,9,17,4,False
2014,9,18,0,False
2014,9,18,1,True
2014,9,18,2,False
2014,9,18,3,False
2014,9,18,4,True
2014,9,19,0,True
2014,9,19,1,False
2014,9,19,2,False
2014,9,19,3,False
2014,9,19,4,True
2014,9,20,0,False
2014,9,20,1,True
2014,9,20,2,False
2014,9,20,3,True
2014,9,20,4,False
2014,9,21,0,False
2014,9,21,1,True
2014,9,21,2,False
2014,9,21,3,False
2014,9,21,4,False
2014,9,22,0,True
2014,9,22,1,True
2014,9,22,2,False
2014,9,22,3,False
2014,9,22,4,True
2014,9,23,0,True
2014,9,23,1,True
2014,9,23,2,False
2014,9,23,3,True
2014,9,23,4,True
2014,9,24,0,True
2014,9,24,1,True
2014,9,24,2,False
2014,9,24,3,True
2014,9,24,4,True
2014,9,25,0,False
2014,9,25,1,False
2014,9,25,2,False
2014,9,25,3,False
2014,9,25,4,False
2014,9,26,0,True
2014,9,26,1,True
